reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote,cleaned_text,sentiment
A1SGIBL61P776R,B007WTAJTO,ANDR D.,"[0, 0]","Perfect for my GoPro. The size is enough, and the speed (class 10) is what I need to have perfect records, and perfect plays. I don't need the adapter, but it cames in hand for use when sharing the images with friends or backing up on my netbook.",5.0,memory for GoPro,1367366400,2013-01-05,702,0,0,"perfect for my gopro. the size is enough, and the speed (class 10) is what i need to have perfect records, and perfect plays. i don't need the adapter, but it cames in hand for use when sharing the images with friends or backing up on my netbook.",positive
A2QAGLOY2VFUYU,B007WTAJTO,Andre Alho,"[0, 0]","the price is good, it worked as expected, there is not much more to say about it. Have not tested the adapter.",5.0,Just a memory card...,1403222400,2014-06-20,171,0,0,"the price is good, it worked as expected, there is not much more to say about it. have not tested the adapter.",negative
A2WRBN4VW9ZOT9,B007WTAJTO,"Andrea M. Fernandez ""closet techie""","[0, 0]",Gives you more memory for your Tablets that accept Micro SD cards.  Just that simplethis is very good quality.,5.0,SD Memory Card Micro,1388707200,2014-03-01,282,0,0,gives you more memory for your tablets that accept micro sd cards.  just that simplethis is very good quality.,positive
AMXLKZTRON905,B007WTAJTO,Andre Harrison,"[1, 2]","I purhased this thinking I was getting an amazing deal.  The price was right, the product was not.  After a few months I am unable to delete or add files, pics or music to this microsd card.  I am only using 28gb of space on it.  I cannot add anything, nor delete anything, it won't even allow me to format it and start fresh.  I am not happy with this product and extremely disappointed.  I use my phone a lot and store music and pictures on my phone for various purposes.  I would recommend buying another 64gb microsd card.  One that is more reliable.",1.0,"After a few months it stopped working, SMH!!!",1376352000,2013-08-13,482,1,2,"i purhased this thinking i was getting an amazing deal.  the price was right, the product was not.  after a few months i am unable to delete or add files, pics or music to this microsd card.  i am only using 28gb of space on it.  i cannot add anything, nor delete anything, it won't even allow me to format it and start fresh.  i am not happy with this product and extremely disappointed.  i use my phone a lot and store music and pictures on my phone for various purposes.  i would recommend buying another 64gb microsd card.  one that is more reliable.",negative
A35OKQRL9CP02K,B007WTAJTO,Andre,"[0, 0]","I have a GoPro 3 camera with which the cards (64Gb and 32Gb editions) work perfect.Formatting went perfect, movie recording and picture taking without any problem for the last 6 months now.However, I tried to use it in a Contour+ and the Contour GPS and both cameras are unable to use the cards, I presume these cards do not fit the Contour specifications (unable to format, no way to record on the card).So make sure the card is compatible for its intended use.",4.0,Works fine with GoPro 3,1368921600,2013-05-19,568,0,0,"i have a gopro 3 camera with which the cards (64gb and 32gb editions) work perfect.formatting went perfect, movie recording and picture taking without any problem for the last 6 months now.however, i tried to use it in a contour+ and the contour gps and both cameras are unable to use the cards, i presume these cards do not fit the contour specifications (unable to format, no way to record on the card).so make sure the card is compatible for its intended use.",negative
A2MX58G7W03UUH,B007WTAJTO,Andrei Muraru,"[0, 0]",The recommended card for GoPro cameras. That's what I use it for and it works great providing outstanding performances and great quality.,5.0,Great quality at an affordable price,1398038400,2014-04-21,231,0,0,the recommended card for gopro cameras. that's what i use it for and it works great providing outstanding performances and great quality.,positive
A3MSKMVAC83TZY,B007WTAJTO,Andre King,"[0, 0]",Love it!!  Been using this card for six-months now and it hasn't failed me yet!  So far I wiped it once from use in a mp3 player to a 3ds memory card and it has performed flawlessly.  The price is actually lower now than when I first purchased so go ahead and purchase one with no regrets!,5.0,"Built well, handles well!",1405036800,2014-11-07,31,0,0,love it!!  been using this card for six-months now and it hasn't failed me yet!  so far i wiped it once from use in a mp3 player to a 3ds memory card and it has performed flawlessly.  the price is actually lower now than when i first purchased so go ahead and purchase one with no regrets!,positive
A4YH7UXJVXPMO,B007WTAJTO,Andres Vega,"[0, 0]",I got this while it was on a deep sale here on Amazon. I couldn't pass it up. It comes with an standard SD card adapter so it'll work in your computer or anywhere else you can stick an SD card. It hasn't had any faults and does the job.,5.0,Just what I needed,1377993600,2013-01-09,698,0,0,i got this while it was on a deep sale here on amazon. i couldn't pass it up. it comes with an standard sd card adapter so it'll work in your computer or anywhere else you can stick an sd card. it hasn't had any faults and does the job.,positive
A9RSHEI4Q8NQO,B007WTAJTO,Andrew2834,"[0, 0]","I bought this for my Microsoft Surface Pro, and it works great and is really fast. It also comes with the adapter so I can use it with my camera. I would definitely recommend it, besides its a really good price!",5.0,Just what it should be,1370908800,2013-11-06,397,0,0,"i bought this for my microsoft surface pro, and it works great and is really fast. it also comes with the adapter so i can use it with my camera. i would definitely recommend it, besides its a really good price!",positive
A3PPZ10KH7R6L8,B007WTAJTO,AndrewB,"[0, 0]",Not much to say about his SanDisk mIcroSD card. I needed something with more storage and it serves it's purpose.,5.0,SanDisk 32 GB MicroSD Card,1362096000,2013-01-03,704,0,0,not much to say about his sandisk microsd card. i needed something with more storage and it serves it's purpose.,negative
A25D26Z241YKDH,B007WTAJTO,"Andrew Chan ""andrew chan""","[0, 0]",Does exactly what it is supposed to.  Plenty of storage for me GPS.  Price was not too high either.  Would recommend.,5.0,Great product,1375228800,2013-07-31,495,0,0,does exactly what it is supposed to.  plenty of storage for me gps.  price was not too high either.  would recommend.,positive
A2SXL0NDPTP9X9,B007WTAJTO,Andrew Clausen,"[0, 0]",I bought this to use in my Chromebook with a short SD card adapter.  I can transfer a 1 Gbt file from the SD card to my USB 3.0 flash drive in about a minute.,5.0,Works Great,1400716800,2014-05-22,200,0,0,i bought this to use in my chromebook with a short sd card adapter.  i can transfer a 1 gbt file from the sd card to my usb 3.0 flash drive in about a minute.,negative
A2UHBILX9067IH,B007WTAJTO,"Andrew Cutler ""Big Fan""","[0, 0]","I needed a bit more storage in my Galaxy Note II, this has worked perfectly.  I have not run into any problems, other than finding out that my phone does not allow moving applications to the card due to limitations that have been added to the newer versions of Android",5.0,Great card for a great price,1378425600,2013-06-09,547,0,0,"i needed a bit more storage in my galaxy note ii, this has worked perfectly.  i have not run into any problems, other than finding out that my phone does not allow moving applications to the card due to limitations that have been added to the newer versions of android",positive
A3RDRT3F00CPQH,B007WTAJTO,Andrew D. Esquivel,"[0, 0]","I got it for my Galaxy S4 and it works well. It has a good speed and good space which is something I definitely needed. Sometimes it has a hard time getting recognized in my computer, but I always find a way to make it work. It will not do NTFS, but its not necessary for my purposes.",5.0,It works in my S4,1395532800,2014-03-23,260,0,0,"i got it for my galaxy s4 and it works well. it has a good speed and good space which is something i definitely needed. sometimes it has a hard time getting recognized in my computer, but i always find a way to make it work. it will not do ntfs, but its not necessary for my purposes.",positive
A1VCTN8HGD33CJ,B007WTAJTO,Andrew G.,"[0, 0]","I put this in my Verizon Samsung Galaxy Stellar and it works perfectly. This is an easy way to add memory for pictures, music and apps, etc, to the phone",5.0,Works fine in Samsung Galaxy Stellar,1362873600,2013-10-03,431,0,0,"i put this in my verizon samsung galaxy stellar and it works perfectly. this is an easy way to add memory for pictures, music and apps, etc, to the phone",positive
A3GA2TYDZ9RW6N,B007WTAJTO,"Andrew G. Lambrecht ""Cyberdrew""","[0, 0]","I have always had good luck with SanDisk products and am pleased with this memory, reliable and looks cool too.",5.0,"Great quality, Looks cool too",1359590400,2013-01-31,676,0,0,"i have always had good luck with sandisk products and am pleased with this memory, reliable and looks cool too.",positive
A32QJQQ2DPEJCR,B007WTAJTO,Andrew,"[0, 0]","Fast and Lots of storage, not a flimsy card either. Fells like its build tough. I would definitely recommend this to a friend. Side note, if your device supports it and you can afford it, get the 64GB. Youll appreciate NEVER changing out ur card.",5.0,FAST,1381708800,2013-10-14,420,0,0,"fast and lots of storage, not a flimsy card either. fells like its build tough. i would definitely recommend this to a friend. side note, if your device supports it and you can afford it, get the 64gb. youll appreciate never changing out ur card.",negative
A1ZZCS4GDFC9TT,B007WTAJTO,Andrew,"[0, 0]","Great SD card. I use it in a Galaxy S3, and have no complaints.Its quite fast, and works. I don't know what else to say.You can't go wrong with SanDisk.",5.0,Love it,1372032000,2013-06-24,532,0,0,"great sd card. i use it in a galaxy s3, and have no complaints.its quite fast, and works. i don't know what else to say.you can't go wrong with sandisk.",positive
A907V5E0QCBB1,B007WTAJTO,andrew,"[0, 0]","I am not using it to shoot continuous HD video or anything, i just wanted a fast one so it wouldn't take so long to copy movies and large files onto it. It works very well for a great price.",5.0,"Works well, Quite fast",1369440000,2013-05-25,562,0,0,"i am not using it to shoot continuous hd video or anything, i just wanted a fast one so it wouldn't take so long to copy movies and large files onto it. it works very well for a great price.",positive
A2055J73JKZYNC,B007WTAJTO,Andrew,"[0, 0]",I have bought it for around 6 months. It works good so far & both read / write speed meet the described specification.,4.0,Good & Value for Money,1369699200,2013-05-28,559,0,0,i have bought it for around 6 months. it works good so far & both read / write speed meet the described specification.,positive
A3KFSSHRIFGHPJ,B007WTAJTO,Andrew,"[0, 0]",I'm using this card in a phone and so far I have no complaints. Access to the card by the camera and other applications seems fast enough.,5.0,Flawless So Far,1374019200,2013-07-17,509,0,0,i'm using this card in a phone and so far i have no complaints. access to the card by the camera and other applications seems fast enough.,positive
A2NJ6IRIF7T9Q5,B007WTAJTO,Andrew Mann,"[0, 0]",Works well. Beware some of these SD cards are not what they say they are. This one is in my Nokia phone. Loaded maps and songs on it. No problem.,4.0,Expensive but does what it should,1390089600,2014-01-19,323,0,0,works well. beware some of these sd cards are not what they say they are. this one is in my nokia phone. loaded maps and songs on it. no problem.,neutral
A1P2BXN8E1EYN8,B007WTAJTO,Andrew M. Hamling,"[0, 0]","Great card at a great price! Doubled the storage on my new HTC One M8 and now I've got 64 GB total storage on my phone and I have no idea what to do with it all. :PSure beats the 16 GB my iPhone 4s had!Anyway, the card works great and it's speedy to boot!",5.0,Great card at a great price!,1398211200,2014-04-23,229,0,0,"great card at a great price! doubled the storage on my new htc one m8 and now i've got 64 gb total storage on my phone and i have no idea what to do with it all. :psure beats the 16 gb my iphone 4s had!anyway, the card works great and it's speedy to boot!",positive
A1T8FVB93QQNOM,B007WTAJTO,Andrew M. Swiatek,"[0, 0]",the micro sd works great as described. but beware that the micro sd adapters are faulty. the micro sd will get stuck in the adapter. you will have to carefully rip apart the adapter to get the micro sd out thus damaging the apapter.,3.0,bad adapters,1372464000,2013-06-29,527,0,0,the micro sd works great as described. but beware that the micro sd adapters are faulty. the micro sd will get stuck in the adapter. you will have to carefully rip apart the adapter to get the micro sd out thus damaging the apapter.,negative
A2PL9Z0VCUMUSX,B007WTAJTO,Andrew Pollack,"[0, 0]","Purchased in November 2012 (less than 18 months ago)  for use in my then new Samsung Galaxy S3.  It has never been removed from the phone until today when it failed.  Since the phone is still fine and the memory card is stored well inside, it's safe to assume this card has suffered no abuse.  Today, the card is totally unreadable.  It can't be formatted by the phone.  The PC doesn't see it at all.  It's dead, Jim.  I'll be contacting SANDISK about warranty today.UPDATE:  I've updated this from 1 start to 4 because although it failed, SANDISK is replacing it at no charge.  Sometimes stuff fails. If a manufacturer will stand by it, that speaks well.  Nice that because I bought it on Amazon I could search my orders and find the original invoice to use when I contacted them.",4.0,Updated: Failed in &lt; 18 months - but Warranty Covered,1396310400,2014-01-04,338,0,0,"purchased in november 2012 (less than 18 months ago)  for use in my then new samsung galaxy s3.  it has never been removed from the phone until today when it failed.  since the phone is still fine and the memory card is stored well inside, it's safe to assume this card has suffered no abuse.  today, the card is totally unreadable.  it can't be formatted by the phone.  the pc doesn't see it at all.  it's dead, jim.  i'll be contacting sandisk about warranty today.update:  i've updated this from 1 start to 4 because although it failed, sandisk is replacing it at no charge.  sometimes stuff fails. if a manufacturer will stand by it, that speaks well.  nice that because i bought it on amazon i could search my orders and find the original invoice to use when i contacted them.",negative
A2IDFBG8KAT97R,B007WTAJTO,Andrew P. Thomas,"[0, 0]","This is just what the tablet needs, it increases the memory up to nearly 100 GB so I will bnever run out of storage space.",5.0,Just what the device needs,1398211200,2014-04-23,229,0,0,"this is just what the tablet needs, it increases the memory up to nearly 100 gb so i will bnever run out of storage space.",negative
A1N9MYD6YGI985,B007WTAJTO,Andrew Ramsammy,"[0, 0]",Works great with my Samsung Galaxy Tab3. Transfer speeds are excellent with this card.I would recommend this card to everyone.,4.0,Works great,1390003200,2014-01-18,324,0,0,works great with my samsung galaxy tab3. transfer speeds are excellent with this card.i would recommend this card to everyone.,positive
A342LSQCE5UESO,B007WTAJTO,"Andrew R. Seiler ""bookfish""","[1, 1]","Arrived in manufacturers packaging so it looked authentic. I was still sceptical based on reviews I read from others on Amazon, so I called thecustomer service phone number for San disk and they verified it was genuine. You will need a magnifying glass ro see the numbers printed on the back of the card, or alternately you can take a photo of it with your smartphone, I used the Galaxy S3 om Macro or text setting and then enlarged the photo to read the numbers.very happy with this card fast response, have hundreds of photos and songs on this card and it works great.",5.0,"great, works well with galaxy s3",1348531200,2012-09-25,804,1,1,"arrived in manufacturers packaging so it looked authentic. i was still sceptical based on reviews i read from others on amazon, so i called thecustomer service phone number for san disk and they verified it was genuine. you will need a magnifying glass ro see the numbers printed on the back of the card, or alternately you can take a photo of it with your smartphone, i used the galaxy s3 om macro or text setting and then enlarged the photo to read the numbers.very happy with this card fast response, have hundreds of photos and songs on this card and it works great.",negative
A2KK0TW2CQG1M2,B007WTAJTO,Andrew Saulmer,"[0, 0]",Hold a lot of stuff for my phone! Used like 6Gigs for my music. And I have it set to use my card for photo and video. Might do movies on it... But who watches movies on a phone....,5.0,More then enuff for a phone!,1386115200,2013-04-12,605,0,0,hold a lot of stuff for my phone! used like 6gigs for my music. and i have it set to use my card for photo and video. might do movies on it... but who watches movies on a phone....,negative
AMV9JEYD5W46X,B007WTAJTO,"Andrew Strautz ""Laugh and the world laughs wi...","[0, 0]","its a memory card and has the reputation you expect from SanDisk. I thankfully didn't get a knock off, counterfeit, card because It was bought official threw Amazon. it works as advertized and at full capacity (59~ gigs after formatting, which is to be expected) it has good speed for things like games movies music and photos (view/shooting) I've owned it for about two weeks now and its been reliable giving me no reason to doubt it.if you have a low capacity phone/tablet/device you should buy a card and SanDisk is probably the brand you should go with. the price is rite (through Amazon) and they are backed by both the manufacturer and the distributor with a warranty (Amazon A-Z 30 day, and SanDisk- 6mo parts I think it is) its better than you can get with budget or discount cards you find elsewhere.I recommend this product to customers looking for quality storage space.",4.0,good memory card,1386028800,2013-03-12,636,0,0,"its a memory card and has the reputation you expect from sandisk. i thankfully didn't get a knock off, counterfeit, card because it was bought official threw amazon. it works as advertized and at full capacity (59~ gigs after formatting, which is to be expected) it has good speed for things like games movies music and photos (view/shooting) i've owned it for about two weeks now and its been reliable giving me no reason to doubt it.if you have a low capacity phone/tablet/device you should buy a card and sandisk is probably the brand you should go with. the price is rite (through amazon) and they are backed by both the manufacturer and the distributor with a warranty (amazon a-z 30 day, and sandisk- 6mo parts i think it is) its better than you can get with budget or discount cards you find elsewhere.i recommend this product to customers looking for quality storage space.",positive
A2L9NAHFG7ARQH,B007WTAJTO,Andrew Stuckwisch,"[0, 0]",Great quality product. Purchased for GoPro Hero 3 and works great with the adapter. Would recommend to anyone buying a camera with micro SD.,5.0,Good,1356998400,2013-01-01,706,0,0,great quality product. purchased for gopro hero 3 and works great with the adapter. would recommend to anyone buying a camera with micro sd.,positive
AO3O91PQCSEO1,B007WTAJTO,Andrew Tapay,"[0, 0]","There is not much to say about a micro-SD card, but this one seems to work for me. word, word.",5.0,Good,1398902400,2014-01-05,337,0,0,"there is not much to say about a micro-sd card, but this one seems to work for me. word, word.",neutral
A16J4XHQ22VE7Q,B007WTAJTO,Andrian Curshen,"[0, 0]","Performs as it is supposed to. 16gb is quite a lot of storage plus my Samsung Galaxy has 15 gb of internal memory for a total of 32 gb. That's plenty enough to store hundreds of hours of music,",4.0,Micro SD for Smart Phones,1366329600,2013-04-19,598,0,0,"performs as it is supposed to. 16gb is quite a lot of storage plus my samsung galaxy has 15 gb of internal memory for a total of 32 gb. that's plenty enough to store hundreds of hours of music,",positive
APU5XYM4LLGD,B007WTAJTO,Andromachre,"[0, 0]","Purchased 2 of these for my Samsung Galaxy S4 (AT&T). The cards work without any issue; storing games, movies and music on them. I would recommend to anyone and would most definitely purchase these again without hesitation. As always, a big thanks to Amazon for 2 day shipping!",5.0,Great MicroSD Card,1379635200,2013-09-20,444,0,0,"purchased 2 of these for my samsung galaxy s4 (at&t). the cards work without any issue; storing games, movies and music on them. i would recommend to anyone and would most definitely purchase these again without hesitation. as always, a big thanks to amazon for 2 day shipping!",positive
A2U1F0VYA061XO,B007WTAJTO,andy0135,"[0, 0]",I was amazed at the speed of this sd card on my smart phone the HD video no longer jumps and buffers while recording and the transfer time from pc to phone has decreased dramatically,5.0,Great Product,1364774400,2013-01-04,703,0,0,i was amazed at the speed of this sd card on my smart phone the hd video no longer jumps and buffers while recording and the transfer time from pc to phone has decreased dramatically,negative
A2UUROPBLRXORL,B007WTAJTO,Andy B,"[0, 0]","I use this for a dash mounted camera for my company car. It is constantly recording and erasing old videos when the card is full. It has been used for nearly 2 years, including cold winters and hot summers, and has never messed up.",5.0,Works great after 2 years use,1398124800,2014-04-22,230,0,0,"i use this for a dash mounted camera for my company car. it is constantly recording and erasing old videos when the card is full. it has been used for nearly 2 years, including cold winters and hot summers, and has never messed up.",neutral
AXM7HSHW0E3GW,B007WTAJTO,Andy D.,"[0, 0]","For the price it was a great buy. I would recommend to all. It has a pretty high transfer rate, and comes with an adapter so you don't have to worry about that.",5.0,Great price works great!,1374451200,2013-07-22,504,0,0,"for the price it was a great buy. i would recommend to all. it has a pretty high transfer rate, and comes with an adapter so you don't have to worry about that.",positive
A278Q1HSIGPLQS,B007WTAJTO,Andy Do,"[1, 3]","Ordered this from Amazon and was expecting it to work perfectly like my other 32GB sandisk (in my galaxy s4). However, I was really disappointed that upon placing it in my note 10.1 2014 edition the card become unrecognizable. I tried reformatting on the computer, on the phone, and yet, no prevail. It could be the firmware or current update of android, but the point is that, if other companies can make a card that works, why not do the same? Maybe I got a bad batch, who knows...I went ahead and ordered the G.Skill microsd card and now it's working perfectly. I'm s",1.0,Doesn't work,1393977600,2014-05-03,219,1,3,"ordered this from amazon and was expecting it to work perfectly like my other 32gb sandisk (in my galaxy s4). however, i was really disappointed that upon placing it in my note 10.1 2014 edition the card become unrecognizable. i tried reformatting on the computer, on the phone, and yet, no prevail. it could be the firmware or current update of android, but the point is that, if other companies can make a card that works, why not do the same? maybe i got a bad batch, who knows...i went ahead and ordered the g.skill microsd card and now it's working perfectly. i'm s",negative
A1VLJFWGJ6FUD0,B007WTAJTO,Andy,"[0, 0]",I have this sd card for awhile now and I would have to say its awesome. The service was great. The product got to me at a reasonable time. My overall experience is 10/10. Thanks.,5.0,great sd card,1404950400,2014-10-07,62,0,0,i have this sd card for awhile now and i would have to say its awesome. the service was great. the product got to me at a reasonable time. my overall experience is 10/10. thanks.,positive
A6E34KYWRWIQR,B007WTAJTO,***Andy***,"[0, 0]",I use this in my tablet for extra space and it works as it should. The storage space is awesome and works good i have had a few months now and not having any issues!,5.0,great for cost,1393891200,2014-04-03,249,0,0,i use this in my tablet for extra space and it works as it should. the storage space is awesome and works good i have had a few months now and not having any issues!,positive
ANDV40FXSP1QN,B007WTAJTO,"Angel A. Correa ""The artist""","[0, 0]","Got this for my galaxy s3, fits well works fine. I moved all my stuff from the phone to the card and working great!",5.0,Its a card does what cards do. (Samsung galaxy s3),1395100800,2014-03-18,265,0,0,"got this for my galaxy s3, fits well works fine. i moved all my stuff from the phone to the card and working great!",positive
A95JGOG1WO7BL,B007WTAJTO,Angelika Perry,"[0, 0]",Nothing much to say other than it works just fine and it has great price. Needed another one for my phone after my first one got corrupted after a systems update. Just a tip: If you phone prompts you for an update you might want to take the card out before doing so; I corrupted two cards that way.,5.0,Great card for the price.,1390089600,2014-01-19,323,0,0,nothing much to say other than it works just fine and it has great price. needed another one for my phone after my first one got corrupted after a systems update. just a tip: if you phone prompts you for an update you might want to take the card out before doing so; i corrupted two cards that way.,neutral
A1JC1S0QRPDWC4,B007WTAJTO,Angelyne,"[0, 0]","The memory card works well and I have no problem with it. It was one of the cheapest out there. Came with adapter, so that's convenient.",5.0,Cheap and work.,1392422400,2014-02-15,296,0,0,"the memory card works well and i have no problem with it. it was one of the cheapest out there. came with adapter, so that's convenient.",negative
A361M14PU2GUEG,B007WTAJTO,"Angry Ryan ""Ryan A. Forrest""","[1, 2]","I bought a class 10 Samsung and returned it after I found out the speed was actually lower than that class. After buying and using many different brands, I have found that this company makes the fastest, highest quality, memory cards. Other companies advertise their cards as being certain classes but they are not up to par. I think $19.99 is a steal; best buy sells this product for $39.99. (As of 7-11-12)The card I recieved must have been a dud. It is broken and my phones are not able to read it. When I try to use it in the computer it says the card is damaged. I will be returning to Amazon.",5.0,SanDisk Micro Class 10 card,1342137600,2012-07-13,878,1,2,"i bought a class 10 samsung and returned it after i found out the speed was actually lower than that class. after buying and using many different brands, i have found that this company makes the fastest, highest quality, memory cards. other companies advertise their cards as being certain classes but they are not up to par. i think $19.99 is a steal; best buy sells this product for $39.99. (as of 7-11-12)the card i recieved must have been a dud. it is broken and my phones are not able to read it. when i try to use it in the computer it says the card is damaged. i will be returning to amazon.",negative
AZQ1O9ZVCJT0J,B007WTAJTO,Ani,"[0, 0]","Works as specified, received in good condition from Amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using Sandisk in terms of speed and space. You can expect speeds upto 28 MB/sec for WRITE, about 30MB/sec for READ, with the provided adapter, speeds ar always better for both read/write, using smartphone to read/write, speeds would be lesser mostly, but average should be 20mb/sec anyways as per what I've seen and I'm a heavy user, like if there is a 256GB microSDXC available, I would actually buy it, tried the Extreme version with 80mb/sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to Sandisk",5.0,"Best buy in terms of price, speed, space for Sandisk, not been able to compare with other brands yet though,",1383350400,2013-02-11,665,0,0,"works as specified, received in good condition from amazon, using since a few months, in a smartphone, it doesn't get better than this if you're using sandisk in terms of speed and space. you can expect speeds upto 28 mb/sec for write, about 30mb/sec for read, with the provided adapter, speeds ar always better for both read/write, using smartphone to read/write, speeds would be lesser mostly, but average should be 20mb/sec anyways as per what i've seen and i'm a heavy user, like if there is a 256gb microsdxc available, i would actually buy it, tried the extreme version with 80mb/sec, costs 2 times of this one, but works similar to this, so dont waste money on name that doesnt deliver, buy this if you're buying to sandisk",negative
AI5MIQYR3JZC5,B007WTAJTO,Anil Wortz,"[0, 0]",Bought a cheap tablet with no storage. This works fine and is fast. Now I have plenty of external android app storage and also videos to watch.,5.0,My memory has improved,1389052800,2014-07-01,160,0,0,bought a cheap tablet with no storage. this works fine and is fast. now i have plenty of external android app storage and also videos to watch.,positive
A2MP3JC3VNHN78,B007WTAJTO,Anish Eapen,"[0, 0]","does as promised, neat frustration free packaging, didn't run any speed checks but believe in SanDisk quality which is unmatched",5.0,"frustration free packaging, value for money",1395792000,2014-03-26,257,0,0,"does as promised, neat frustration free packaging, didn't run any speed checks but believe in sandisk quality which is unmatched",neutral
AFJN2VPVC5L47,B007WTAJTO,Anita,"[0, 0]","Using this card for my GoPro Hero 3 Black.  No issues to date.  Card was used to video vacation in Palau, Yap, & Guam - underwater video.  So far, no complaints!",5.0,Ultra 63 GB SanDisk,1381968000,2013-10-17,417,0,0,"using this card for my gopro hero 3 black.  no issues to date.  card was used to video vacation in palau, yap, & guam - underwater video.  so far, no complaints!",negative
A1BM1IUBHP4BN4,B007WTAJTO,Anne,"[0, 0]",Couldn't find this in the local stores. It is what we needed and it was brand new as stated and works great.,5.0,Great,1382832000,2013-10-27,407,0,0,couldn't find this in the local stores. it is what we needed and it was brand new as stated and works great.,positive
A1FO8H332S134J,B007WTAJTO,AnneMarieHRo,"[0, 0]",Works great with my Galaxy S4. Didn't need to format the card or anything. Just popped the card in and everything worked great out of the box. Transfer speeds are excellent with this card. I would recommend this card to everyone.,5.0,In Love!,1386806400,2013-12-12,361,0,0,works great with my galaxy s4. didn't need to format the card or anything. just popped the card in and everything worked great out of the box. transfer speeds are excellent with this card. i would recommend this card to everyone.,positive
A1HCWV68E20S0F,B007WTAJTO,Ann L. Stanaway,"[0, 0]","Easy to install and performs per specs.  I have expanded the capacity of my handheld scanner with this product.  The convenience of these micro products is phenomenal!  I began my career in IT in the 70's and can attest to the truly wonderful progress tech has made over the years.  We do more with less--that's innovation, that's capitalism at its best!",5.0,priced right,1389139200,2014-08-01,129,0,0,"easy to install and performs per specs.  i have expanded the capacity of my handheld scanner with this product.  the convenience of these micro products is phenomenal!  i began my career in it in the 70's and can attest to the truly wonderful progress tech has made over the years.  we do more with less--that's innovation, that's capitalism at its best!",positive
A3JNLKBRRJ6UBA,B007WTAJTO,Anon Buyer,"[0, 0]",I bought this card for my Phone. It gave me the extra storage for my pictures and video that I needed.,4.0,Works well with Motorolla Triumph,1358812800,2013-01-22,685,0,0,i bought this card for my phone. it gave me the extra storage for my pictures and video that i needed.,negative
A1PVX61PRPVX27,B007WTAJTO,Anon,"[0, 0]","It's fast and not too expensive, Still works after several months, unlike a lot of cheaper cards.  You don't need this fast of a card in most phones if you just access but it makes a world of difference if you do a lot transferring.",5.0,It's fast,1403395200,2014-06-22,169,0,0,"it's fast and not too expensive, still works after several months, unlike a lot of cheaper cards.  you don't need this fast of a card in most phones if you just access but it makes a world of difference if you do a lot transferring.",positive
A3K1JZPUXSADRJ,B007WTAJTO,anonomous,"[0, 2]","than i expected. I don't know if it would kill any manufacturers to actually have a memory card or stick or device to actually HAVE Available the advertised capacity. Fortunately l learned that the advertised and actual available memory are TWO SEPARATE THINGS before i bought it, always scroll down and read the technical spec of a device or anything before you buy as that way ideally, your actually informed. Let the buyer beware, is more appropriate every day as most things are not exactly as they seem. And if it's food and cheap, it's likely cancer causing and don't feed your body and your car in the same place.",3.0,"Works as advetised, somewhat lower capasity",1362182400,2013-02-03,673,0,2,"than i expected. i don't know if it would kill any manufacturers to actually have a memory card or stick or device to actually have available the advertised capacity. fortunately l learned that the advertised and actual available memory are two separate things before i bought it, always scroll down and read the technical spec of a device or anything before you buy as that way ideally, your actually informed. let the buyer beware, is more appropriate every day as most things are not exactly as they seem. and if it's food and cheap, it's likely cancer causing and don't feed your body and your car in the same place.",negative
A16HLSF2824ISL,B007WTAJTO,"anonymous ""Lworks""","[0, 0]",I use in a tablet.  Works perfectly.  Good size / price.  The more capacity ones will come down eventually but this is perfect right now.,5.0,Fast and dependable,1397001600,2014-09-04,95,0,0,i use in a tablet.  works perfectly.  good size / price.  the more capacity ones will come down eventually but this is perfect right now.,positive
